,Natural sciences .............................................................................,586, ,(9.2),9.2, ,(0.14),5.2, ,(0.38),"42,300", ,(787),"47,560",(856),2.8, ,(0.04),791, ,(13.3),10.0, ,(0.15),3.0, ,(0.32),"48,460", ,(655),3.4, ,(0.06),,,,,,
,  Biology ..............................................................................,364, ,(8.1),5.7, ,(0.13),4.9, ,(0.50),"43,300", ,(927),"48,680","(1,042)",1.7, ,(0.04),507, ,(10.1),6.4, ,(0.12),2.6, ,(0.33),"49,450", ,"(1,563)",2.2, ,(0.04),,,,,,
,  Environmental science ..............................................................................,42, ,(2.8),0.7, ,(0.04),9.7, ,(1.98),"39,960", ,"(1,549)","44,920","(1,741)",0.2, ,(0.01),66, ,(3.2),0.8, ,(0.04),3.6, ,(0.79),"45,340", ,(842),0.3, ,(0.01),,,,,,
,  Physical sciences ..............................................................................,180, ,(4.8),2.8, ,(0.08),4.7, ,(0.76),"42,210", ,"(1,545)","47,450","(1,737)",0.9, ,(0.02),218, ,(6.9),2.8, ,(0.09),3.7, ,(0.68),"48,280", ,"(1,337)",0.9, ,(0.03),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,"Physical fitness, parks, recreation and 
   leisure ...............................",101, ,(3.6),1.6, ,(0.06),3.5, ,(0.68),"40,250", ,(27),"45,240",(30),0.5, ,(0.02),169, ,(5.5),2.1, ,(0.07),3.7, ,(0.63),"42,320", ,"(1,762)",0.7, ,(0.02),,,,,,
4801,Philosophy and religious studies ..............................................................................,53, ,(2.3),0.8, ,(0.04),7.8, ,(1.56),"40,280", ,"(1,419)","45,280","(1,595)",0.3, ,(0.01),51, ,(2.8),0.6, ,(0.04),4.9, ,(1.35),"41,970", ,"(3,354)",0.2, ,(0.01),,,,,,
,Psychology ..............................................................................,378, ,(7.9),5.9, ,(0.12),5.9, ,(0.48),"37,240", ,(532),"41,860",(598),1.8, ,(0.04),482, ,(8.9),6.1, ,(0.11),3.5, ,(0.36),"40,320", ,(68),2.1, ,(0.04),,,,,,
,Public administration and public policy ..............................................................................,12, ,(1.6),0.2, ,(0.02),‡,#VALUE!,(†),"50,090", ,"(6,667)","56,300","(7,494)",0.1, ,(0.01),16, ,(1.7),0.2, ,(0.02),‡,#VALUE!,(†),"45,450", ,"(5,270)",0.1, ,(0.01),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Social sciences .............................................................................,519, ,(8.6),8.2, ,(0.13),6.9, ,(0.43),"45,160", ,(528),"50,770",(574),2.5, ,(0.04),588, ,(10.6),7.4, ,(0.12),3.7, ,(0.31),"50,410", ,(35),2.6, ,(0.05),,,,,,
,  Anthropology and archeology ..............................................................................,33, ,(2.0),0.5, ,(0.03),4.5, ,(1.14),"37,950", ,"(2,738)","42,660","(3,078)",0.2, ,(0.01),48, ,(2.8),0.6, ,(0.04),5.9, ,(1.49),"40,500", ,"(1,589)",0.2, ,(0.01),,,,,,
5501,  Economics ..............................................................................,126, ,(4.4),2.0, ,(0.07),8.2, ,(1.00),"52,380", ,"(2,049)","58,880","(2,304)",0.6, ,(0.02),157, ,(5.6),2.0, ,(0.07),4.1, ,(0.68),"65,050", ,"(1,287)",0.7, ,(0.02),,,,,,
5504,  Geography ..............................................................................,15, ,(1.7),0.2, ,(0.03),9.2,!,(3.53),"43,580", ,"(2,973)","48,990","(3,342)",0.1, ,(0.01),24, ,(1.9),0.3, ,(0.02),6.9,!,(2.43),"47,620", ,"(3,066)",0.1, ,(0.01),,,,,,
5505,  International relations ..............................................................................,23, ,(2.0),0.4, ,(0.03),7.1,!,(2.75),"49,080", ,"(1,756)","55,170","(1,974)",0.1, ,(0.01),33, ,(2.3),0.4, ,(0.03),4.0,!,(1.50),"50,000", ,"(2,196)",0.1, ,(0.01),,,,,,
5506,  Political science and government ..............................................................................,173, ,(4.8),2.7, ,(0.08),5.9, ,(0.70),"45,220", ,(108),"50,830",(121),0.8, ,(0.02),169, ,(5.2),2.1, ,(0.06),2.7, ,(0.45),"50,400", ,(346),0.7, ,(0.02),,,,,,
5507,  Sociology ..............................................................................,116, ,(4.3),1.8, ,(0.07),7.6, ,(1.15),"38,200", ,"(1,253)","42,940","(1,408)",0.6, ,(0.02),119, ,(4.3),1.5, ,(0.05),3.8, ,(0.76),"42,110", ,(976),0.5, ,(0.02),,,,,,
5599,  Miscellaneous social sciences ..............................................................................,32, ,(2.0),0.5, ,(0.03),5.3, ,(1.38),"40,250", ,(798),"45,250",(897),0.2, ,(0.01),39, ,(2.9),0.5, ,(0.04),1.9,!,(0.86),"42,110", ,"(2,411)",0.2, ,(0.01),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Social work and human services ..............................................................................,59, ,(2.8),0.9, ,(0.04),5.6, ,(1.38),"35,020", ,(138),"39,370",(155),0.3, ,(0.01),100, ,(4.3),1.3, ,(0.06),1.6, ,(0.34),"38,400", ,(588),0.4, ,(0.02),,,,,,
5601,Theology and religious vocations ..............................................................................,28, ,(2.0),0.4, ,(0.03),3.9,!,(1.88),"32,790", ,"(1,349)","36,870","(1,516)",0.1, ,(0.01),31, ,(2.1),0.4, ,(0.03),‡,#VALUE!,(†),"34,950", ,(513),0.1, ,(0.01),,,,,,
9998,Other fields ..............................................................................,26, ,(2.0),0.4, ,(0.03),9.0, ,(2.31),"36,660", ,"(2,542)","41,210","(2,858)",0.1, ,(0.01),26, ,(2.0),0.3, ,(0.03),5.6,!,(1.87),"40,150", ,"(2,094)",0.1, ,(0.01),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STEM status of field\2\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601,  STEM field ..............................................................................,"1,345", ,(13.7),21.1, ,(0.21),5.0, ,(0.26),"53,150", ,(967),"59,750","(1,087)",6.4, ,(0.07),"1,828", ,(19.2),23.2, ,(0.21),3.3, ,(0.19),"60,490", ,(35),7.9, ,(0.08),,,,,,
,  Non-STEM field ..............................................................................,"5,021", ,(29.4),78.9, ,(0.21),5.7, ,(0.14),"41,660", ,(692),"46,830",(778),24.0, ,(0.14),"6,063", ,(35.9),76.8, ,(0.21),3.0, ,(0.10),"46,430", ,(562),26.3, ,(0.15),,,,,,
,†Not applicable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,!Interpret data with caution. The coefficient of variation (CV) for this estimate is between 30 and 50 percent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,‡Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"\1\Constant dollars based on the Consumer Price Index, prepared by the Bureau of Labor Statistics, U.S. Department of Labor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"\2\STEM fields include biological and biomedical sciences, computer and information sciences, engineering and engineering technologies, mathematics and statistics, and physical sciences and science technologies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: The first bachelor’s degree major reported by respondents was used to classify their field of study, even though they were able to report a second bachelor’s degree major and may possess advanced degrees in other fields. Median earnings are for full-time employees working 35 or more hours per week. Data are based on sample surveys of the entire population residing within the United States, including both noninstitutionalized persons (e.g., those living in households, college housing, or military housing located within the United States) and institutionalized persons (e.g., those living in prisons, nursing facilities, or other healthcare facilities). Detail may not sum to totals because of rounding. Some data have been revised from previously published figures.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Commerce, Census Bureau, 2010 and 2017 American Community Survey (ACS) Public Use Microdata Sample (PUMS) data. (This table was prepared October 2018.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
